Character Name,Dialogue
罗兰,姑且可以这么认为吧？首脑还没有亲临图书馆……
安吉拉,首脑竟会来到图书馆……真好奇会发生什么。
罗兰,如果想活久一些，最好是保持最大限度的关注。
奥利维耶,……堇紫泪滴。我照您的吩咐做了。
奥利维耶,现在，只剩下以我的方式一决胜负。
安吉拉,这位来宾，欢……
奥利维耶,正如堇紫泪滴所说，你已经十分接近人类了。
奥利维耶,与此同时，图书馆能够保护你的力量也已大幅减弱。
安吉拉,……这是干什么？
奥利维耶,既然身躯不是机器而是人类，那更应小心才对。
奥利维耶,不过就算砍了你的头，你好像也死不了。
安吉拉,哈啊……如你所言。我还以为你要做什么。
奥利维耶,可就算杀不死，还有很多种可能。
安吉拉,什……呃……
奥利维耶,这是应用了T公司奇点的工坊暗杀装置，我特意为你准备的。
奥利维耶,果然是空有力量却不谙世事。
奥利维耶,毫不怀疑，毫无顾忌地和对方握手，就会落得这般下场。
奥利维耶,首先瘫痪对方，之后……
罗兰,虽是按下按钮就只运行1秒的一次性装置……但效果显而易见。
罗兰,这个装置会使人的大脑过载，让精神持续流淌1000年……
罗兰,最后，普通人的大脑和精神会彻底崩溃。就像WARP列车上发生的那样。
罗兰,……奥利维耶。
罗兰,加入了하나协会，还用上这种危险的奢侈品。
罗兰,可真是下了血本啊？嘴也变罗嗦了。
奥利维耶,好久不见，罗兰……我还在想你什么时候现身。
奥利维耶,果真是在保护这模仿人类的怪物吗？
罗兰,哦嚯，什么怪物？分明是我的上司兼朋友啊？
罗兰,安吉拉。这位朋友由我一人应对，请暂且退下吧。
安吉拉,……谢谢。不用我帮忙吗？
罗兰,这件事应该由我自己处理。是我必须了却的一件事，不用担心。
安吉拉,知道了……需要帮助的话随时可以告诉我。
奥利维耶,罗兰……这就是你所谓的了不起的计划？这真的值得吗？
奥利维耶,这和我们至今为止所看到的，遭受过的悲剧没有任何不同……你和那台机器只是在图书馆中将其延续。
罗兰,……我不求你能理解。
奥利维耶,……拿着。漆黑噤默的手套。就当你我互不相欠吧。
罗兰,一直以来都很感谢。这手感可真叫人怀念。
罗兰,这样一来，你能帮到我的也都帮到了。
奥利维耶,你落到这般地步，我也难咎其责……
奥利维耶,可你不知道，在你失踪后我收拾了多少烂摊子。
奥利维耶,我们都没有父母，也没有像样的家人，所以你可能觉得没人会在乎你。
奥利维耶,可我和查尔斯事务所的其他人不一样，我非常担心你。
奥利维耶,在你甩下一大串冗长的话，然后消失不见的时候，我想了很多。
奥利维耶,而那些话刚说完没多久……我便得知一个形似漆黑噤默的家伙正在都市里疯狂地横冲直撞。
奥利维耶,无差别地屠杀着进行各种可疑实验的组织。
奥利维耶,不分青红皂白。从手指到收尾人事务所……
奥利维耶,听闻南部的中指已经被摧毁一半时，我也半信半疑。
奥利维耶,仿佛将人生中所有的怨恨与芥蒂都宣泄在这都市中一样。
奥利维耶,如果是那样……我想不仅是中指，那般愤怒与疯狂恐怕会连都市本身也一并摧毁吧。
罗兰,又在夸大其词了。
奥利维耶,只要在那一天看见你隐藏在面具后的双眼，论谁都会产生这种想法。
罗兰,谢谢你为我担心。
罗兰,我也在想你会不会不巧死在某个地方。
罗兰,尽管那件事已经过去很久了，但说实在的，如果当时我没有收到联络而匆忙离开的话，你可能早就死了吧。
奥利维耶,那天真是多谢了，虽然只是简短的联络，却二话不说就赶来帮忙……之后的事……我很抱歉。
罗兰,算啦。反正我这么急匆匆地赶来，也是因为有可能拿到巢的移居权啊。
奥利维耶,各方面，都很抱歉。
罗兰,别的孩子过得怎么样？像奥吉尔，还有阿斯托尔福那帮孩子。
奥利维耶,要么加入了翼，要么去探索废墟……各找各的出路。
奥利维耶,我们也不再像从前。已经离得太远了。
罗兰,原来如此。
罗兰,……还记得咱俩第一次接手都市梦魇级事件的时候吗？那次事件……叫什么来着……
奥利维耶,发生在16区巷的德米格拉斯酱汁秘方。
罗兰,对对对。眼看事件处理得差不多了，在最后关头你的胳膊差点被搅拌机搅个粉碎。
罗兰,得亏我处理及时，你才不用破费去换义手。那趟工作真是超级紧张啊。
奥利维耶,唉……我们把话挑明吧。
奥利维耶,如果你没有从勺子里啜一口酱汁，说是尝尝它的味道究竟有多好，也就不会引发后续的骚乱。
罗兰,就不能让我占点便宜嘛！
罗兰,……但那时才是最有意思的。我们不会顾虑这样那样的未来，只需忠于眼前的事物。
奥利维耶,是啊……那样的时光一去不返了，罗兰。
奥利维耶,你也是怀揣着所有的悲愤在这台机器旁工作着的吧，想必早已有所觉悟了。
罗兰,我知道。我们彼此已经走得太远，能久违地和你聊天真的很开心，奥利维耶。
奥利维耶,现在，我要做的只是身为一名하나协会的收尾人所应做的事。
奥利维耶,回收同事们的书籍，处理危险因素。
奥利维耶,一码，归一码，不是么？
罗兰,……没错。一码，归一码。
奥利维耶,……开始吧。
安吉拉,非但不是普通的1阶收尾人，而是被赋予了色彩的漆黑噤默。藏得真好呢。
罗兰,这个嘛……嗯……
罗兰,错过告诉你的时机了……吗。
安吉拉,这段时间遇见的收尾人怎么没能认出你？
罗兰,在我作为收尾人活动的时候，我会把自己的面貌彻底隐藏在面具之后。
罗兰,……个人信息稍有泄露，就会成为拖累自己的绊脚石。
罗兰,这是以前离开我身边的，那位奶奶的教诲。
安吉拉,如果你仍然有所隐瞒，最好不要被我发现。
安吉拉,我已经受够被人背叛的感觉了。若有谁要背叛我，我一定会让他付出代价。
安吉拉,但……
安吉拉,这次是你救了我，放你一马吧。
安吉拉,如果以目前的状态再坚持1000年，真不知道会怎么样。
罗兰,只是做了我该做的事罢了。
安吉拉,……失去了朋友也没关系？
罗兰,……一码，归一码。
