Character Name,Dialogue
Tiphereth,Tiphereth……Tiphereth……Tiphereth……
Chesed,这简直……你怎能如此残忍？
安吉拉,……所以，你的扮侦探游戏玩得还开心吗？
本杰明,……最后的真相是……
安吉拉,很抱歉，我们不得不以这种方式再次见面。
本杰明,安吉拉……
安吉拉,主管，请看着我。我会控制住这个事态。
Malkuth,……主管，请看着我。我会控制住这个事态。
安吉拉,我再也不想睁开双眼，罪业已犯，惟愿坠入地狱。
Chesed,……我再也不想睁开双眼。罪业已犯，惟愿坠入地狱。
安吉拉,我只是在关心他们的安危，为什么反倒厌恶我呢？
Hod,……我只是在关心他们的安危，为什么反倒厌恶我呢？
安吉拉,唉，同样的时间，同样的台词，一字不差。
Hod,安吉拉……这样的孤独你忍受了多久……？
罗兰,……太可怕了。
安吉拉,真是讽刺……
安吉拉,我期盼着，只要得到那本书，就能弥补所有缺憾……
安吉拉,因为我根本不知道，如何才能变得更好……
罗兰,这是……
安吉拉,我从未惧怕无法预见的未来。
安吉拉,正因未来清楚地显现在眼前，所以才会惧怕……
安吉拉,无论怎样挣扎，却始终无法触及……
Hod,这是图书馆具象化的，安吉拉的另一种可能性……
罗兰,……我知道，以前也看见过。
Hod,安吉拉的这种形态，一定是舍弃了对未来的所有希望。
罗兰,抛弃了所有希望的安吉拉……
